857 | 9117 | 18
858 | 1398 | 21
859 | -182 | -11
860 | -2665 | -19
861 | 7898 | 32
862 | -9987 | -33
863 | 2471 | 14
864 | 9777 | 30
865 | 6756 | 24
866 | 8643 | 21
867 | 4991 | 23
868 | 9150 | 15
869 | 2838 | 21
870 | -6587 | -26
871 | -7602 | -15
872 | -7205 | -14
873 | 5279 | 23
874 | -6021 | -9
875 | 483 | 15
876 | -554 | -14
877 | 331 | 7
878 | -772 | -16
879 | -3337 | -16
880 | -8261 | -17
881 | 7913 | 20
882 | 3690 | 18
883 | 7224 | 15
884 | -4960 | -19
885 | -8847 | -27
886 | 7762 | 22
887 | 4154 | 14
888 | -3784 | -22
889 | 7661 | 20
890 | -3732 | -15
891 | 1870 | 16
892 | -3941 | -17
893 | 8856 | 27
894 | -1267 | -16
895 | -1044 | -9
896 | -5546 | -20
897 | -9025 | -16
898 | -3916 | -19
899 | 3429 | 18
900 | -4359 | -21
901 | 7700 | 14
902 | -9913 | -22
903 | -3826 | -19
904 | 2045 | 11
905 | 3576 | 21
906 | 4954 | 22
907 | -9040 | -13
908 | -6123 | -12
909 | 4398 | 24
910 | -8102 | -11
911 | 9950 | 23
912 | -4975 | -25
913 | -6329 | -20
914 | 854 | 17
915 | 8431 | 16
916 | -604 | -10
917 | -8472 | -21
918 | 9514 | 19
919 | -7949 | -29
920 | -9737 | -26
921 | -3098 | -20
922 | 5374 | 19
923 | -8115 | -15
924 | -9655 | -25
925 | 2245 | 13
926 | -618 | -15
927 | -4469 | -23
928 | 2766 | 21
929 | -2888 | -26
930 | 1610 | 8
931 | 6382 | 19
932 | 9692 | 26
933 | -7595 | -26
934 | -1885 | -22
935 | -1938 | -21
936 | -4686 | -24
937 | -7302 | -12
938 | -3142 | -10
939 | 482 | 14
940 | -9287 | -26
941 | -1281 | -12
942 | 4496 | 23
943 | -6368 | -23
944 | -5884 | -25
945 | -6621 | -15
946 | 8669 | 29
947 | -1495 | -19
948 | -9258 | -24
949 | 9182 | 20
950 | 1742 | 14
951 | 4355 | 17
952 | 6801 | 15
953 | 2184 | 15
954 | 3621 | 12
955 | -3272 | -14
956 | 6055 | 16
957 | -8905 | -22
958 | 2462 | 14
959 | -7753 | -22
960 | -7779 | -30
961 | -7294 | -22
962 | 7028 | 17
963 | -1251 | -9
964 | 1563 | 15
965 | -4359 | -21
966 | 3102 | 6
967 | -6646 | -22
968 | -452 | -11
969 | 9852 | 24
970 | 3476 | 20
971 | -8129 | -20
972 | 46 | 10
973 | -5078 | -20
974 | 6874 | 25
975 | 4896 | 27
976 | -9589 | -31
977 | 5807 | 20
978 | 6933 | 21
979 | 2709 | 18
980 | -2211 | -6
981 | 422 | 8
982 | -5420 | -11
983 | -3632 | -14
984 | 8375 | 23
985 | -8445 | -21
986 | -179 | -17
987 | 3300 | 6
988 | -5650 | -16
989 | -6888 | -30
990 | 5510 | 11
991 | -6827 | -23
992 | -37 | -10
993 | 8775 | 27
994 | 551 | 11
995 | 7473 | 21
996 | 905 | 14
997 | 1464 | 15
998 | 3499 | 25
999 | -3901 | -13
